ID_Assuré,Période_exposition,Nb_sinistres,Montant_total,Âge,Sexe,Expérience,Type_véhicule,Zone_géographique,Usage,Historique,Date_sinistre
A1661,0.98,2,1323,61,Homme,4,Citadine,Toulouse,Privé,Malus,2024-08-11
A1662,0.91,1,15274,19,Homme,0,SUV,Lyon,Professionnel,,2024-04-15
A1663,0.5,1,1629,42,Homme,11,SUV,Lyon,Privé,,2024-09-23
A1664,0.54,2,14097,64,Homme,3,Berline,Lyon,Privé,Bonus,2024-09-21
A1665,0.66,0,0,59,Femme,32,Citadine,Toulouse,Privé,,
A1666,0.99,0,0,69,Homme,29,Cabriolet,Nantes,Privé,Bonus,
A1667,0.7,0,0,55,Femme,30,Break,Toulouse,Professionnel,Bonus,
A1668,0.82,0,0,41,Femme,0,Cabriolet,Lille,Privé,,
A1669,0.91,2,7362,30,Femme,11,Citadine,Bordeaux,Professionnel,Bonus,2024-08-04
A1670,0.83,0,0,30,Femme,1,Citadine,Nantes,Privé,,
A1671,0.52,1,1832,28,Homme,3,Utilitaire,Lille,Privé,Malus,2024-03-25
A1672,0.5,0,0,25,Homme,6,Cabriolet,Strasbourg,Professionnel,Bonus,
A1673,0.96,0,0,28,Femme,7,Berline,Bordeaux,Privé,Bonus,
A1674,0.96,0,0,36,Homme,4,Break,Rennes,Privé,,
A1675,0.64,1,5290,38,Homme,19,Cabriolet,Marseille,Privé,Bonus,2024-01-14
A1676,0.86,0,0,31,Homme,6,Berline,Lille,Professionnel,,
A1677,0.63,1,3250,57,Homme,8,SUV,Marseille,Privé,Malus,2024-03-11
A1678,0.92,0,0,51,Homme,13,Cabriolet,Lille,Professionnel,,
A1679,0.77,0,0,29,Homme,8,Break,Paris,Privé,,
A1680,0.88,1,4764,42,Femme,10,Cabriolet,Lyon,Privé,,2024-07-05
A1681,0.63,2,16483,60,Femme,17,Utilitaire,Paris,Professionnel,Bonus,2024-03-11
A1682,0.62,3,19711,22,Femme,1,Break,Marseille,Professionnel,Bonus,2024-08-08
A1683,0.99,1,4166,34,Homme,6,Cabriolet,Marseille,Professionnel,,2024-08-26
A1684,1.0,0,0,44,Homme,7,Cabriolet,Nice,Professionnel,,
A1685,0.94,0,0,67,Homme,28,SUV,Bordeaux,Professionnel,Bonus,
A1686,0.81,2,5616,63,Homme,15,SUV,Lyon,Professionnel,Malus,2024-11-12
A1687,0.68,1,4401,40,Homme,7,Citadine,Marseille,Professionnel,Bonus,2024-07-01
A1688,0.94,0,0,23,Homme,1,Berline,Lille,Professionnel,,
A1689,0.53,1,5936,32,Homme,9,SUV,Nantes,Privé,,2024-06-03
A1690,0.67,0,0,21,Homme,0,SUV,Nantes,Professionnel,Malus,
A1691,0.75,0,0,19,Femme,1,Berline,Lille,Professionnel,Malus,
A1692,0.97,0,0,63,Femme,8,Break,Strasbourg,Privé,Malus,
A1693,0.68,0,0,36,Homme,15,Break,Bordeaux,Privé,Bonus,
A1694,0.77,0,0,19,Homme,0,SUV,Lyon,Privé,Malus,
A1695,0.73,0,0,21,Homme,1,Break,Toulouse,Professionnel,,
A1696,0.61,0,0,69,Femme,20,Berline,Bordeaux,Privé,,
A1697,0.71,0,0,19,Homme,0,Citadine,Paris,Professionnel,Bonus,
A1698,0.86,0,0,68,Femme,15,SUV,Nice,Privé,,
A1699,0.67,0,0,45,Femme,7,Cabriolet,Bordeaux,Professionnel,Malus,
A1700,0.66,1,18493,19,Homme,1,SUV,Paris,Privé,Bonus,2024-01-13
A1701,0.95,0,0,46,Femme,23,Utilitaire,Lille,Professionnel,,
A1702,0.73,0,0,43,Homme,0,SUV,Lille,Professionnel,Malus,
A1703,0.86,0,0,32,Homme,14,Break,Nantes,Privé,Bonus,
A1704,0.74,1,15262,19,Femme,1,Berline,Toulouse,Professionnel,Malus,2024-12-03
A1705,0.86,1,6740,43,Femme,24,Cabriolet,Lille,Privé,Bonus,2024-07-26
A1706,0.83,3,6551,58,Femme,0,Break,Bordeaux,Professionnel,Bonus,2024-12-14
A1707,0.68,1,18338,70,Femme,5,Utilitaire,Paris,Professionnel,,2024-09-18
A1708,0.62,0,0,59,Femme,40,Utilitaire,Paris,Privé,Bonus,
A1709,0.93,0,0,23,Homme,1,Utilitaire,Lille,Professionnel,Bonus,
A1710,0.88,0,0,59,Femme,33,Berline,Lyon,Professionnel,Malus,
A1711,0.66,2,13795,32,Femme,8,Utilitaire,Marseille,Privé,,2024-09-23
A1712,0.79,0,0,63,Femme,8,Utilitaire,Lyon,Privé,,
A1713,0.7,0,0,30,Homme,2,Berline,Strasbourg,Professionnel,Malus,
A1714,0.55,0,0,47,Homme,23,SUV,Strasbourg,Professionnel,Bonus,
A1715,0.8,0,0,21,Homme,1,Berline,Nantes,Privé,,
A1716,0.75,2,2661,49,Femme,8,Citadine,Strasbourg,Professionnel,,2024-06-05
A1717,0.86,1,9017,19,Homme,0,Break,Bordeaux,Privé,Malus,2024-06-06
A1718,0.98,2,4742,34,Homme,14,SUV,Nantes,Professionnel,,2024-08-15
A1719,0.85,1,2884,51,Homme,28,Utilitaire,Bordeaux,Privé,Bonus,2024-12-26
A1720,0.85,0,0,50,Femme,0,SUV,Nice,Privé,Malus,
A1721,0.61,0,0,31,Homme,4,Cabriolet,Toulouse,Privé,Bonus,
A1722,0.76,0,0,38,Homme,7,SUV,Nice,Professionnel,,
A1723,0.69,0,0,50,Femme,10,Cabriolet,Nice,Privé,Bonus,
A1724,0.52,0,0,56,Homme,25,Break,Nice,Privé,,
A1725,0.66,0,0,37,Homme,6,SUV,Nantes,Professionnel,Bonus,
A1726,0.56,3,19846,70,Femme,35,Utilitaire,Marseille,Privé,,2024-11-04
A1727,0.89,0,0,37,Homme,3,Citadine,Toulouse,Privé,Bonus,
A1728,0.56,2,9607,65,Homme,5,Citadine,Lyon,Professionnel,,2024-03-17
A1729,0.75,0,0,27,Homme,2,Utilitaire,Toulouse,Professionnel,,
A1730,0.79,0,0,48,Femme,20,Break,Strasbourg,Professionnel,Bonus,
A1731,0.53,0,0,22,Femme,0,Citadine,Rennes,Privé,Bonus,
A1732,0.73,1,13540,56,Homme,27,Utilitaire,Strasbourg,Privé,Bonus,2024-10-21
A1733,0.65,0,0,36,Femme,9,Break,Nantes,Professionnel,Bonus,
A1734,0.59,1,9265,52,Femme,7,Berline,Strasbourg,Professionnel,Malus,2024-07-07
A1735,0.56,0,0,43,Femme,23,Citadine,Strasbourg,Professionnel,,
A1736,0.8,0,0,19,Femme,0,Break,Lille,Professionnel,Bonus,
A1737,1.0,3,18175,47,Femme,4,Cabriolet,Toulouse,Privé,Malus,2024-08-24
A1738,0.96,0,0,42,Femme,7,Cabriolet,Marseille,Professionnel,Malus,
A1739,0.96,0,0,47,Femme,24,SUV,Strasbourg,Privé,,
A1740,0.85,0,0,39,Homme,6,Break,Nantes,Privé,,
A1741,0.57,1,2954,50,Femme,5,Cabriolet,Toulouse,Professionnel,Bonus,2024-02-08
A1742,0.55,1,4952,22,Homme,0,Citadine,Lyon,Professionnel,Bonus,2024-05-18
A1743,0.7,0,0,27,Homme,3,SUV,Lyon,Professionnel,Malus,
A1744,0.68,1,5499,23,Femme,0,Break,Rennes,Professionnel,,2024-04-07
A1745,0.88,0,0,27,Femme,4,Utilitaire,Nantes,Privé,Malus,
A1746,0.79,0,0,45,Femme,19,Utilitaire,Nice,Privé,Malus,
A1747,0.68,0,0,19,Femme,0,Utilitaire,Strasbourg,Professionnel,Bonus,
A1748,0.73,0,0,61,Homme,22,Citadine,Rennes,Privé,,
A1749,0.57,3,17410,56,Femme,33,Citadine,Bordeaux,Professionnel,,2024-08-10
A1750,0.53,1,9399,60,Homme,22,Break,Marseille,Privé,Bonus,2024-10-09
A1751,0.72,0,0,19,Homme,0,SUV,Toulouse,Professionnel,,
A1752,0.77,0,0,54,Homme,33,Break,Toulouse,Privé,,
A1753,0.91,0,0,18,Femme,0,SUV,Rennes,Privé,Bonus,
A1754,0.75,0,0,29,Femme,9,Cabriolet,Toulouse,Professionnel,,
A1755,0.8,0,0,44,Homme,3,Cabriolet,Paris,Professionnel,Malus,
A1756,0.9,2,6267,24,Femme,2,Cabriolet,Strasbourg,Privé,,2024-02-05
A1757,0.9,1,585,18,Femme,0,SUV,Bordeaux,Privé,,2024-08-01
A1758,0.93,1,5300,51,Homme,25,Berline,Marseille,Privé,Malus,2024-12-09
A1759,0.78,0,0,34,Homme,14,Citadine,Strasbourg,Professionnel,,
A1760,0.54,0,0,29,Homme,7,SUV,Nice,Professionnel,Malus,
A1761,0.64,2,5799,37,Homme,4,SUV,Lille,Privé,,2024-03-16
A1762,0.97,0,0,42,Femme,15,Break,Bordeaux,Professionnel,Bonus,
A1763,0.64,0,0,50,Femme,32,Break,Toulouse,Professionnel,Malus,
A1764,0.9,3,5787,55,Homme,32,Citadine,Nantes,Professionnel,Bonus,2024-12-23
A1765,0.68,0,0,36,Homme,14,SUV,Marseille,Privé,Malus,
A1766,1.0,0,0,59,Homme,9,SUV,Nice,Privé,Malus,
A1767,0.82,3,1256,62,Homme,2,Cabriolet,Toulouse,Professionnel,,2024-08-28
A1768,0.93,1,2040,34,Homme,11,Berline,Toulouse,Professionnel,Malus,2024-03-12
A1769,0.69,0,0,41,Femme,6,Break,Lyon,Professionnel,Malus,
A1770,0.72,2,15969,66,Homme,1,Break,Toulouse,Privé,,2024-11-08
A1771,0.85,0,0,67,Homme,36,Utilitaire,Nantes,Privé,Malus,
A1772,0.89,0,0,63,Homme,17,SUV,Nantes,Privé,Malus,
A1773,0.67,1,2028,20,Femme,2,Berline,Nice,Professionnel,Bonus,2024-05-21
A1774,0.9,0,0,24,Homme,4,SUV,Rennes,Privé,Malus,
A1775,0.79,0,0,61,Femme,39,SUV,Paris,Professionnel,,
A1776,0.63,0,0,57,Homme,38,Utilitaire,Nantes,Privé,Malus,
A1777,0.9,0,0,24,Femme,6,Cabriolet,Strasbourg,Professionnel,Bonus,
A1778,0.65,2,14197,41,Femme,5,Berline,Toulouse,Professionnel,Bonus,2024-06-29
A1779,0.9,0,0,51,Homme,7,Berline,Bordeaux,Privé,Malus,
A1780,0.66,1,4976,68,Femme,38,Citadine,Nice,Professionnel,Bonus,2024-10-09
A1781,0.64,0,0,41,Femme,8,SUV,Lille,Professionnel,Malus,
A1782,0.97,1,12396,32,Homme,3,Break,Paris,Professionnel,Bonus,2024-06-06
A1783,0.92,0,0,56,Homme,24,Cabriolet,Strasbourg,Privé,,
A1784,0.8,0,0,25,Femme,0,Break,Paris,Professionnel,,
A1785,0.9,3,2851,39,Femme,7,Utilitaire,Nice,Professionnel,Malus,2024-01-08
A1786,0.55,0,0,18,Homme,0,Break,Marseille,Professionnel,Bonus,
A1787,0.69,2,11817,30,Homme,8,Citadine,Toulouse,Privé,Malus,2024-04-02
A1788,0.54,0,0,57,Homme,20,Utilitaire,Nice,Privé,,
A1789,0.91,0,0,63,Femme,30,Cabriolet,Nice,Professionnel,,
A1790,0.61,1,8178,37,Femme,16,SUV,Marseille,Professionnel,Malus,2024-02-24
A1791,0.75,0,0,36,Femme,10,SUV,Lyon,Privé,,
A1792,0.77,0,0,67,Homme,31,Berline,Paris,Professionnel,,
A1793,0.56,0,0,48,Femme,29,Utilitaire,Rennes,Professionnel,,
A1794,0.82,1,1121,70,Homme,3,Utilitaire,Paris,Professionnel,Malus,2024-07-16
A1795,0.96,0,0,37,Homme,0,Break,Bordeaux,Professionnel,Malus,
A1796,0.62,0,0,38,Femme,19,Break,Rennes,Professionnel,Malus,
A1797,0.74,1,17246,66,Homme,9,Berline,Marseille,Privé,Malus,2024-09-30
A1798,0.59,0,0,31,Homme,13,Break,Paris,Professionnel,Bonus,
A1799,0.6,0,0,65,Femme,0,Break,Nice,Professionnel,Malus,
A1800,0.83,3,15545,51,Femme,22,Cabriolet,Rennes,Professionnel,Malus,2024-02-01
A1801,0.56,0,0,39,Homme,15,Cabriolet,Lyon,Professionnel,Bonus,
A1802,0.57,0,0,31,Homme,1,Break,Toulouse,Privé,,
A1803,0.54,1,12792,48,Femme,20,Citadine,Rennes,Professionnel,Bonus,2024-07-05
A1804,0.51,1,14898,62,Homme,26,Cabriolet,Lille,Privé,Bonus,2024-10-26
A1805,0.69,0,0,35,Homme,6,Break,Strasbourg,Professionnel,Bonus,
A1806,0.52,3,13509,46,Femme,13,Break,Lille,Professionnel,Bonus,2024-07-03
A1807,0.79,1,18974,62,Femme,28,Utilitaire,Paris,Privé,,2024-09-05
A1808,0.61,0,0,59,Homme,14,SUV,Toulouse,Professionnel,Malus,
A1809,0.55,1,15640,40,Femme,2,Break,Nantes,Privé,Malus,2024-06-22
A1810,0.67,1,589,69,Femme,3,Berline,Paris,Privé,,2024-07-15
A1811,0.88,2,19693,63,Femme,38,Berline,Strasbourg,Privé,,2024-06-10
A1812,0.55,2,14654,39,Homme,21,Berline,Nice,Privé,,2024-10-13
A1813,0.58,0,0,61,Femme,25,Berline,Lyon,Professionnel,Malus,
A1814,0.57,0,0,58,Femme,23,Utilitaire,Strasbourg,Professionnel,Bonus,
A1815,0.96,0,0,18,Femme,0,Utilitaire,Marseille,Privé,,
A1816,0.81,1,11290,40,Homme,6,Cabriolet,Nantes,Privé,Bonus,2024-12-19
A1817,0.83,0,0,45,Homme,14,Break,Lyon,Professionnel,,
A1818,0.84,3,864,58,Homme,21,Cabriolet,Strasbourg,Privé,Malus,2024-03-23
A1819,0.6,0,0,46,Homme,11,Citadine,Nantes,Professionnel,Malus,
A1820,0.92,3,4002,37,Homme,7,Citadine,Rennes,Professionnel,,2024-08-14
A1821,0.94,2,10629,70,Homme,35,Citadine,Lyon,Professionnel,Malus,2024-03-19
A1822,0.69,2,14453,41,Homme,4,SUV,Bordeaux,Privé,,2024-09-18
A1823,0.86,0,0,47,Femme,29,Cabriolet,Marseille,Privé,Malus,
A1824,0.62,2,16755,50,Homme,28,SUV,Toulouse,Professionnel,,2024-08-07
A1825,0.57,0,0,31,Homme,2,Cabriolet,Strasbourg,Privé,Malus,
A1826,0.96,1,5310,43,Homme,17,Cabriolet,Bordeaux,Professionnel,Bonus,2024-05-23
A1827,0.68,0,0,64,Femme,28,Cabriolet,Lille,Privé,Bonus,
A1828,0.9,1,17205,47,Femme,17,Utilitaire,Rennes,Privé,Bonus,2024-04-17
A1829,0.79,0,0,26,Femme,3,Break,Nice,Privé,Malus,
A1830,0.63,0,0,64,Femme,7,Break,Strasbourg,Privé,Malus,
A1831,0.74,0,0,57,Femme,9,Berline,Toulouse,Privé,Bonus,
A1832,0.77,1,3380,61,Homme,26,Citadine,Strasbourg,Professionnel,Bonus,2024-05-09
A1833,0.81,0,0,35,Femme,10,Utilitaire,Marseille,Professionnel,Bonus,
A1834,0.87,0,0,28,Homme,4,Berline,Paris,Professionnel,,
A1835,0.72,0,0,68,Femme,40,Break,Rennes,Professionnel,Bonus,
A1836,0.71,2,6030,45,Homme,23,Citadine,Toulouse,Privé,,2024-05-19
A1837,0.93,0,0,39,Femme,10,SUV,Strasbourg,Privé,,
A1838,0.79,3,11697,25,Femme,1,SUV,Marseille,Professionnel,Malus,2024-09-01
A1839,0.63,0,0,31,Femme,8,Utilitaire,Lille,Professionnel,Bonus,
A1840,0.52,0,0,55,Femme,17,Utilitaire,Nantes,Privé,Bonus,
A1841,0.72,0,0,65,Homme,28,Cabriolet,Strasbourg,Professionnel,,
A1842,0.64,0,0,60,Femme,6,Cabriolet,Lyon,Privé,,
A1843,0.8,0,0,21,Homme,1,Citadine,Rennes,Privé,,
A1844,0.93,0,0,25,Femme,1,Berline,Bordeaux,Professionnel,,
A1845,0.9,1,6932,57,Femme,39,Utilitaire,Marseille,Privé,Malus,2024-09-28
A1846,0.51,0,0,34,Homme,9,Berline,Toulouse,Privé,Bonus,
A1847,0.76,0,0,45,Homme,19,Utilitaire,Nice,Privé,Bonus,
A1848,0.95,1,15226,45,Femme,15,Utilitaire,Marseille,Privé,Bonus,2024-09-07
A1849,0.98,0,0,26,Homme,2,SUV,Lyon,Professionnel,Bonus,
A1850,0.75,0,0,60,Homme,9,Citadine,Marseille,Professionnel,,
A1851,0.67,0,0,41,Homme,0,Cabriolet,Rennes,Professionnel,,
A1852,0.88,0,0,21,Homme,0,Break,Lyon,Privé,Bonus,
A1853,0.78,1,12259,34,Femme,15,Cabriolet,Marseille,Professionnel,Bonus,2024-11-10
A1854,0.78,0,0,55,Homme,6,Utilitaire,Marseille,Privé,,
A1855,0.51,0,0,36,Femme,9,Utilitaire,Bordeaux,Privé,Bonus,
A1856,0.65,0,0,33,Femme,13,Berline,Nice,Professionnel,Malus,
A1857,0.58,2,19314,34,Homme,3,SUV,Strasbourg,Professionnel,,2024-06-10
A1858,0.99,0,0,67,Femme,37,Break,Rennes,Privé,Bonus,
A1859,0.95,0,0,21,Femme,2,Berline,Nice,Professionnel,,
A1860,0.8,0,0,27,Homme,0,Citadine,Nice,Privé,,
A1861,0.89,0,0,34,Homme,10,Citadine,Toulouse,Privé,,
A1862,0.8,0,0,53,Femme,25,Break,Rennes,Privé,Bonus,
A1863,0.95,1,7714,56,Femme,1,Berline,Nice,Professionnel,,2024-03-30
A1864,0.97,1,17756,42,Femme,13,Citadine,Toulouse,Professionnel,Malus,2024-08-06
A1865,0.56,0,0,48,Homme,4,SUV,Toulouse,Privé,Bonus,
A1866,0.84,0,0,20,Homme,1,SUV,Paris,Privé,Malus,
A1867,0.93,0,0,37,Femme,19,Berline,Lille,Privé,Malus,
A1868,0.93,2,13134,55,Femme,0,Cabriolet,Nantes,Professionnel,Bonus,2024-08-26
A1869,0.5,0,0,53,Femme,13,Citadine,Toulouse,Professionnel,,
A1870,0.84,0,0,63,Homme,37,Utilitaire,Nice,Professionnel,,
A1871,0.71,1,18302,28,Femme,4,Break,Marseille,Privé,Malus,2024-10-12
A1872,0.99,0,0,23,Femme,3,Berline,Lyon,Professionnel,Malus,
A1873,0.78,1,13023,33,Femme,8,Berline,Strasbourg,Privé,Malus,2024-04-10
A1874,0.91,0,0,67,Femme,23,Utilitaire,Lyon,Privé,Bonus,
A1875,0.62,2,11221,40,Femme,11,Utilitaire,Nice,Privé,Malus,2024-02-25
A1876,0.97,0,0,38,Femme,6,Citadine,Nantes,Professionnel,,
A1877,0.93,1,2402,57,Femme,23,Utilitaire,Paris,Professionnel,,2024-07-01
A1878,0.59,1,4440,28,Femme,6,SUV,Toulouse,Privé,Bonus,2024-08-02
A1879,0.92,3,1455,36,Homme,12,SUV,Rennes,Professionnel,,2024-03-19
A1880,0.68,0,0,58,Femme,15,Utilitaire,Nantes,Privé,,
A1881,0.88,1,12834,19,Homme,0,Berline,Nice,Professionnel,,2024-06-09
A1882,0.53,0,0,36,Homme,2,Citadine,Lille,Professionnel,Malus,
A1883,0.91,1,12441,31,Femme,8,SUV,Lille,Privé,,2024-09-05
A1884,0.64,2,3334,63,Femme,14,SUV,Strasbourg,Privé,Malus,2024-10-27
A1885,0.92,1,10256,36,Homme,11,Break,Lille,Privé,,2024-01-28
A1886,0.63,0,0,53,Homme,25,SUV,Lyon,Privé,Malus,
A1887,0.52,0,0,62,Femme,4,Cabriolet,Marseille,Privé,Malus,
A1888,0.53,0,0,37,Homme,12,Berline,Lyon,Privé,Malus,
A1889,0.73,0,0,41,Femme,20,SUV,Lille,Privé,,
A1890,0.76,2,2653,21,Homme,2,Berline,Bordeaux,Privé,Bonus,2024-01-09
A1891,0.65,0,0,42,Femme,13,Utilitaire,Nice,Privé,Malus,
A1892,0.94,0,0,60,Femme,13,Cabriolet,Toulouse,Professionnel,Bonus,
A1893,0.99,0,0,56,Homme,31,Break,Lille,Privé,Malus,
A1894,0.58,0,0,50,Femme,0,Citadine,Nantes,Privé,Bonus,
A1895,0.99,0,0,66,Femme,31,Citadine,Nantes,Privé,Malus,
A1896,0.76,1,17534,22,Homme,4,Cabriolet,Toulouse,Privé,Malus,2024-12-27
A1897,0.96,0,0,49,Femme,3,Utilitaire,Rennes,Privé,,
A1898,0.99,0,0,25,Femme,1,Utilitaire,Lyon,Professionnel,,
A1899,0.96,1,14328,60,Homme,21,Berline,Strasbourg,Professionnel,,2024-07-05
A1900,0.76,3,6973,69,Femme,37,Cabriolet,Nice,Privé,Malus,2024-12-16
A1901,0.53,3,2911,20,Femme,1,Break,Marseille,Privé,Malus,2024-01-21
A1902,0.62,0,0,42,Homme,24,Utilitaire,Paris,Privé,,
A1903,0.77,0,0,24,Homme,5,Berline,Nice,Professionnel,Malus,
A1904,0.81,0,0,58,Femme,30,Cabriolet,Marseille,Professionnel,Bonus,
A1905,0.79,0,0,19,Homme,1,Cabriolet,Rennes,Privé,Malus,
A1906,0.86,1,18979,54,Homme,25,Cabriolet,Lille,Privé,Bonus,2024-11-15
A1907,0.91,0,0,61,Homme,34,Cabriolet,Lille,Privé,,
A1908,0.72,0,0,46,Homme,28,SUV,Nice,Privé,Bonus,
A1909,0.91,0,0,32,Homme,10,Cabriolet,Nantes,Professionnel,,
A1910,0.81,1,12877,62,Femme,2,Berline,Lyon,Privé,Bonus,2024-06-07
A1911,0.76,1,8865,64,Femme,13,Citadine,Strasbourg,Privé,Bonus,2024-01-20
A1912,0.5,2,7466,36,Femme,1,Citadine,Bordeaux,Privé,,2024-02-25
A1913,0.51,1,1365,70,Femme,19,Berline,Marseille,Privé,Bonus,2024-01-20
A1914,0.77,0,0,67,Femme,32,Berline,Marseille,Professionnel,Bonus,
A1915,0.61,3,19479,25,Femme,6,Utilitaire,Nice,Privé,,2024-07-31
A1916,0.84,0,0,31,Femme,5,Break,Rennes,Privé,Bonus,
A1917,0.88,0,0,29,Homme,9,Cabriolet,Strasbourg,Privé,,
A1918,0.92,2,7013,46,Femme,0,Break,Nantes,Professionnel,,2024-02-18
A1919,0.68,0,0,31,Femme,13,Berline,Bordeaux,Professionnel,Malus,
A1920,0.73,1,17865,41,Femme,0,Citadine,Toulouse,Privé,Bonus,2024-01-03
A1921,0.77,0,0,51,Femme,12,Break,Toulouse,Privé,,
A1922,0.93,0,0,66,Homme,14,SUV,Nantes,Privé,Malus,
A1923,0.84,1,2687,41,Homme,8,Citadine,Marseille,Professionnel,,2024-01-02
A1924,0.77,0,0,54,Homme,31,Citadine,Bordeaux,Privé,Malus,
A1925,0.57,0,0,44,Femme,10,Utilitaire,Nice,Professionnel,Malus,
A1926,0.5,0,0,40,Femme,4,Citadine,Strasbourg,Privé,,
A1927,0.55,0,0,68,Femme,21,SUV,Lille,Privé,Bonus,
A1928,0.97,2,10039,40,Femme,20,Berline,Rennes,Professionnel,Malus,2024-12-04
A1929,0.56,0,0,36,Homme,18,Citadine,Strasbourg,Professionnel,Malus,
A1930,0.69,0,0,21,Homme,2,Break,Strasbourg,Privé,Bonus,
A1931,0.55,0,0,49,Homme,21,Break,Paris,Privé,,
A1932,0.76,0,0,54,Homme,6,Berline,Lyon,Professionnel,,
A1933,0.8,0,0,36,Femme,13,Utilitaire,Bordeaux,Privé,Bonus,
A1934,0.92,0,0,68,Homme,40,Utilitaire,Rennes,Privé,Bonus,
A1935,0.91,1,10396,44,Homme,10,Break,Lyon,Professionnel,Malus,2024-10-30
A1936,0.65,0,0,48,Homme,5,Berline,Strasbourg,Professionnel,Malus,
A1937,0.56,0,0,24,Femme,3,Utilitaire,Lille,Professionnel,Bonus,
A1938,0.83,0,0,57,Homme,8,Berline,Nantes,Privé,,
A1939,0.93,0,0,39,Homme,3,Utilitaire,Lille,Privé,Bonus,
A1940,0.79,0,0,42,Femme,0,Berline,Nantes,Professionnel,,
A1941,0.61,0,0,43,Femme,4,Break,Lyon,Professionnel,Bonus,
A1942,0.82,1,4750,37,Homme,17,SUV,Toulouse,Professionnel,Malus,2024-10-15
A1943,0.91,0,0,52,Homme,7,Break,Lyon,Professionnel,Malus,
A1944,0.81,1,13200,24,Homme,4,Berline,Rennes,Privé,Malus,2024-10-25
A1945,0.58,1,4595,65,Homme,25,Berline,Rennes,Privé,Malus,2024-06-15
A1946,0.74,0,0,34,Homme,6,Utilitaire,Toulouse,Professionnel,Malus,
A1947,0.95,0,0,31,Femme,5,Break,Nice,Professionnel,Bonus,
A1948,0.91,1,12808,30,Homme,9,SUV,Lille,Privé,,2024-06-27
A1949,0.77,0,0,63,Femme,30,Berline,Paris,Privé,Malus,
A1950,0.8,0,0,47,Femme,18,Citadine,Marseille,Professionnel,Bonus,
A1951,0.65,0,0,62,Homme,29,Berline,Strasbourg,Professionnel,,
A1952,0.95,2,4192,39,Homme,0,Berline,Nice,Privé,Malus,2024-06-24
A1953,0.97,3,8413,25,Femme,3,Cabriolet,Nantes,Professionnel,,2024-10-07
A1954,0.51,0,0,43,Homme,9,Utilitaire,Bordeaux,Professionnel,,
A1955,0.93,1,1338,42,Homme,16,SUV,Nice,Privé,Bonus,2024-07-09
A1956,0.5,0,0,40,Femme,1,Cabriolet,Rennes,Privé,,
A1957,0.98,0,0,51,Homme,4,Break,Nice,Privé,Bonus,
A1958,0.99,0,0,27,Homme,5,Break,Nantes,Professionnel,Malus,
A1959,0.58,1,5975,46,Homme,20,Cabriolet,Marseille,Professionnel,,2024-03-24
A1960,0.63,0,0,39,Femme,7,Berline,Lyon,Professionnel,Malus,
A1961,0.68,3,12392,42,Femme,14,Break,Nantes,Professionnel,Bonus,2024-09-29
A1962,0.82,2,16659,19,Femme,0,SUV,Marseille,Professionnel,,2024-07-26
A1963,0.6,1,3106,19,Homme,1,SUV,Lille,Professionnel,,2024-06-12
A1964,0.64,1,3380,44,Homme,18,Utilitaire,Nice,Professionnel,Malus,2024-03-16
A1965,0.9,0,0,51,Homme,7,Utilitaire,Marseille,Privé,Bonus,
A1966,0.92,0,0,45,Femme,16,Utilitaire,Strasbourg,Professionnel,Bonus,
A1967,0.79,0,0,27,Femme,2,Break,Paris,Privé,,
A1968,0.97,1,3867,51,Homme,25,Berline,Nantes,Privé,Bonus,2024-12-13
A1969,0.72,1,10440,56,Femme,14,Citadine,Strasbourg,Professionnel,Malus,2024-01-21
A1970,0.96,0,0,23,Homme,1,Cabriolet,Paris,Professionnel,Bonus,
A1971,0.57,1,17084,55,Homme,8,Citadine,Bordeaux,Privé,Malus,2024-04-12
A1972,0.71,1,5366,57,Homme,22,Citadine,Nice,Privé,Bonus,2024-07-07
A1973,0.87,1,15727,43,Homme,17,SUV,Paris,Privé,,2024-06-21
A1974,0.8,0,0,27,Homme,8,Utilitaire,Lille,Professionnel,Bonus,
A1975,0.8,0,0,48,Femme,6,Berline,Paris,Professionnel,,
A1976,0.86,0,0,28,Homme,1,Break,Lille,Professionnel,Malus,
A1977,0.71,1,2766,41,Femme,15,Break,Nice,Privé,Malus,2024-11-18
A1978,0.67,0,0,38,Homme,16,Utilitaire,Nantes,Privé,Malus,
A1979,0.78,1,6995,58,Femme,8,Utilitaire,Bordeaux,Privé,Bonus,2024-04-24
A1980,0.83,0,0,26,Femme,1,Break,Toulouse,Privé,Bonus,
A1981,0.82,0,0,38,Homme,13,Citadine,Strasbourg,Privé,Malus,
A1982,0.98,3,18244,22,Femme,4,Cabriolet,Lyon,Privé,,2024-02-21
A1983,0.75,0,0,40,Homme,15,Citadine,Paris,Privé,Bonus,
A1984,0.64,2,6849,70,Homme,38,Cabriolet,Lille,Privé,Malus,2024-11-21
A1985,0.85,3,3125,22,Homme,3,SUV,Nice,Professionnel,Bonus,2024-07-25
A1986,0.66,0,0,64,Femme,33,SUV,Paris,Privé,,
A1987,0.64,3,6527,62,Femme,5,SUV,Marseille,Professionnel,,2024-04-03
A1988,0.77,1,8850,62,Homme,20,Break,Bordeaux,Privé,Bonus,2024-04-29
A1989,0.91,0,0,47,Homme,29,Break,Strasbourg,Privé,,
A1990,0.83,3,12550,42,Homme,15,Utilitaire,Marseille,Professionnel,Bonus,2024-09-16
